Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Playing Time
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
Opponent Total,,,27.0,,132,1080.0,12.0,17.0,13.0,30.0,17.0,0.0,0.0,38.0,2.0,15.3,15.3,12.1,27.5,217.0,423.0,417.0,1.42,1.08,2.5,1.42,2.5,1.28,1.01,2.29,1.28,2.29,,Bournemouth,12.0
Max Kilman,eng ENG,DF,27-191,12.0,12,1080.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.3,0.9,12.0,47.0,2.0,0.0,0.08,0.08,0.0,0.08,0.05,0.02,0.08,0.05,0.08,Matches,West-Ham-United,
Jarrod Bowen,eng ENG,"FW,MF",27-346,12.0,12,1056.0,11.7,3.0,3.0,6.0,2.0,1.0,1.0,0.0,0.0,2.1,1.4,3.1,4.5,46.0,47.0,68.0,0.26,0.26,0.51,0.17,0.43,0.18,0.26,0.44,0.12,0.38,Matches,West-Ham-United,
Emerson Palmieri,it ITA,DF,30-119,12.0,12,925.0,10.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.9,1.9,15.0,24.0,43.0,0.0,0.1,0.1,0.0,0.1,0.09,0.09,0.18,0.09,0.18,Matches,West-Ham-United,
Lucas Paquetá,br BRA,MF,27-095,12.0,11,901.0,10.0,2.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,2.2,1.4,1.3,2.7,8.0,56.0,28.0,0.2,0.0,0.2,0.1,0.1,0.22,0.13,0.35,0.14,0.27,Matches,West-Ham-United,
Guido Rodríguez,ar ARG,MF,30-232,12.0,11,806.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,2.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,West-Ham-United,
Aaron Wan-Bissaka,eng ENG,DF,27-004,11.0,10,905.0,10.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.5,32.0,44.0,39.0,0.1,0.0,0.1,0.1,0.1,0.01,0.03,0.05,0.01,0.05,Matches,West-Ham-United,
Michail Antonio,jm JAM,FW,34-247,12.0,10,743.0,8.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.9,1.9,1.6,3.5,25.0,15.0,51.0,0.12,0.12,0.24,0.12,0.24,0.24,0.19,0.43,0.24,0.43,Matches,West-Ham-United,
Tomáš Souček,cz CZE,MF,29-277,11.0,8,744.0,8.3,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,2.3,2.3,0.4,2.7,2.0,28.0,20.0,0.36,0.0,0.36,0.36,0.36,0.28,0.05,0.33,0.28,0.33,Matches,West-Ham-United,
Alphonse Areola,fr FRA,GK,31-277,8.0,8,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United,
Mohammed Kudus,gh GHA,"MF,FW",24-120,8.0,8,663.0,7.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.8,2.8,0.8,3.6,37.0,20.0,66.0,0.27,0.0,0.27,0.27,0.27,0.38,0.11,0.49,0.38,0.49,Matches,West-Ham-United,
Konstantinos Mavropanos,gr GRE,DF,26-355,10.0,7,684.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,7.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,West-Ham-United,
Jean-Clair Todibo,fr FRA,DF,24-336,9.0,6,559.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches,West-Ham-United,
Edson Álvarez,mx MEX,"MF,DF",27-037,8.0,5,408.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.1,0.1,0.1,0.2,4.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,West-Ham-United,
Crysencio Summerville,nl NED,"FW,MF",23-031,11.0,4,429.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.6,1.5,15.0,10.0,34.0,0.21,0.0,0.21,0.21,0.21,0.19,0.12,0.31,0.19,0.31,Matches,West-Ham-United,
Łukasz Fabiański,pl POL,GK,39-226,5.0,4,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United,
Carlos Soler,es ESP,"MF,FW",27-333,9.0,2,351.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.1,0.5,6.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,Matches,West-Ham-United,
Vladimír Coufal,cz CZE,DF,32-100,6.0,2,240.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,4.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,Matches,West-Ham-United,
Danny Ings,eng ENG,"FW,MF",32-130,6.0,0,91.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.6,1.8,4.0,1.0,10.0,0.99,0.99,1.98,0.99,1.98,1.14,0.6,1.74,1.14,1.74,Matches,West-Ham-United,
Niclas Füllkrug,de GER,FW,31-295,3.0,0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,Matches,West-Ham-United,
Andy Irving,sct SCO,MF,24-201,4.0,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,West-Ham-United,
Aaron Cresswell,eng ENG,DF,34-351,4.0,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.11,0.22,Matches,West-Ham-United,
James Ward-Prowse,eng ENG,MF,30-029,1.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United,
Luis Guilherme,br BRA,MF,18-295,2.0,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United,
Kaelan Casey,eng ENG,DF,20-033,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United,
Wes Foderingham,eng ENG,GK,33-321,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United,
Oliver Scarles,eng ENG,MF,18-354,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United,
Squad Total,,,28.8,12.0,132,1080.0,12.0,14.0,7.0,21.0,12.0,2.0,2.0,29.0,2.0,15.9,14.4,10.4,24.8,225.0,393.0,391.0,1.17,0.58,1.75,1.0,1.58,1.33,0.86,2.19,1.2,2.06,,West-Ham-United,
Opponent Total,,,26.7,12.0,132,1080.0,12.0,18.0,16.0,34.0,18.0,0.0,0.0,18.0,0.0,20.1,20.1,17.3,37.4,259.0,520.0,516.0,1.5,1.33,2.83,1.5,2.83,1.67,1.44,3.12,1.67,3.12,,West-Ham-United,
Jordan Pickford,eng ENG,GK,30-268,12.0,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,
James Tarkowski,eng ENG,DF,32-011,12.0,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,1.3,2.0,2.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,Matches,Everton,
Dominic Calvert-Lewin,eng ENG,FW,27-259,12.0,12,988.0,11.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,3.9,3.9,0.4,4.3,15.0,11.0,70.0,0.18,0.09,0.27,0.18,0.27,0.36,0.03,0.39,0.36,0.39,Matches,Everton,
Dwight McNeil,eng ENG,"MF,FW",25-008,11.0,11,977.0,10.9,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,0.8,0.8,3.1,3.9,26.0,52.0,54.0,0.28,0.28,0.55,0.28,0.55,0.08,0.28,0.36,0.08,0.36,Matches,Everton,
Iliman Ndiaye,sn SEN,FW,24-269,12.0,10,896.0,10.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6,1.7,41.0,21.0,54.0,0.2,0.0,0.2,0.2,0.2,0.11,0.06,0.17,0.11,0.17,Matches,Everton,
Ashley Young,eng ENG,DF,39-144,10.0,10,875.0,9.7,0.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,1.1,1.3,13.0,65.0,9.0,0.0,0.31,0.31,0.0,0.31,0.01,0.12,0.13,0.01,0.13,Matches,Everton,
Vitaliy Mykolenko,ua UKR,DF,25-185,10.0,10,835.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.5,9.0,33.0,27.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,Everton,
Idrissa Gana Gueye,sn SEN,MF,35-065,11.0,9,824.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.6,1.3,12.0,50.0,8.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.14,0.08,0.14,Matches,Everton,
Michael Keane,eng ENG,DF,31-324,9.0,9,810.0,9.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.4,0.4,0.1,0.5,1.0,12.0,3.0,0.22,0.0,0.22,0.22,0.22,0.05,0.01,0.06,0.05,0.06,Matches,Everton,
Abdoulaye Doucouré,ml MLI,MF,31-334,10.0,9,721.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.8,8.0,26.0,20.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,Matches,Everton,
Jack Harrison,eng ENG,FW,28-010,11.0,7,626.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.5,2.7,17.0,13.0,48.0,0.0,0.0,0.0,0.0,0.0,0.17,0.22,0.39,0.17,0.39,Matches,Everton,
Orel Mangala,be BEL,MF,26-257,9.0,5,474.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,3.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,Matches,Everton,
Jesper Lindstrøm,dk DEN,FW,24-275,8.0,5,420.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.8,2.0,14.0,7.0,33.0,0.0,0.0,0.0,0.0,0.0,0.24,0.18,0.42,0.24,0.42,Matches,Everton,
Tim Iroegbunam,eng ENG,MF,21-153,6.0,4,383.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,5.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,Everton,
Jarrad Branthwaite,eng ENG,DF,22-156,5.0,3,278.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Everton,
James Garner,eng ENG,"DF,MF",23-262,4.0,2,253.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches,Everton,
Séamus Coleman,ie IRL,DF,36-050,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.57,0.57,0.57,Matches,Everton,
Roman Dixon,eng ENG,DF,19-340,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,
Beto,gw GNB,"FW,MF",26-304,8.0,0,121.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,1.5,3.0,1.0,8.0,0.74,0.0,0.74,0.74,0.74,1.09,0.0,1.09,1.09,1.09,Matches,Everton,
Jake O'Brien,ie IRL,DF,23-199,1.0,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,
Mason Holgate,eng ENG,"FW,DF",28-039,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,
Harrison Armstrong,eng ENG,MF,17-316,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,
Callum Bates,eng ENG,MF,19-063,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,
Asmir Begović,ba BIH,GK,37-163,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,
Neal Maupay,fr FRA,"FW,MF",28-108,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,
Jenson Metcalfe,eng ENG,MF,20-085,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,
Nathan Patterson,sct SCO,DF,23-045,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,
João Virgínia,pt POR,GK,25-051,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,
Squad Total,,,29.1,12.0,132,1080.0,12.0,10.0,7.0,17.0,10.0,0.0,0.0,18.0,1.0,13.1,13.1,10.5,23.6,172.0,360.0,358.0,0.83,0.58,1.42,0.83,1.42,1.09,0.87,1.97,1.09,1.97,,Everton,
Opponent Total,,,27.1,12.0,132,1080.0,12.0,17.0,14.0,31.0,17.0,0.0,1.0,12.0,1.0,17.1,16.3,13.7,29.9,212.0,510.0,506.0,1.42,1.17,2.58,1.42,2.58,1.42,1.14,2.56,1.36,2.5,,Everton,
Wout Faes,be BEL,DF,26-241,12.0,12,1080.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,0.0,1.0,4.0,43.0,1.0,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.08,0.08,Matches,Leicester-City,
Mads Hermansen,dk DEN,GK,24-142,12.0,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester-City,
Wilfred Ndidi,ng NGA,MF,27-350,12.0,12,984.0,10.9,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,1.1,1.1,1.4,2.4,9.0,35.0,48.0,0.0,0.37,0.37,0.0,0.37,0.1,0.12,0.22,0.1,0.22,Matches,Leicester-City,
James Justin,eng ENG,DF,26-281,11.0,11,982.0,10.9,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.7,12.0,27.0,25.0,0.18,0.09,0.27,0.18,0.27,0.04,0.03,0.06,0.04,0.06,Matches,Leicester-City,
Victor Bernth Kristiansen,dk DEN,DF,21-350,11.0,11,947.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.6,14.0,28.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Leicester-City,
Jamie Vardy,eng ENG,FW,37-324,11.0,11,921.0,10.2,4.0,1.0,5.0,3.0,1.0,1.0,3.0,0.0,3.5,2.7,0.6,3.4,8.0,9.0,37.0,0.39,0.1,0.49,0.29,0.39,0.34,0.06,0.41,0.27,0.33,Matches,Leicester-City,
Harry Winks,eng ENG,MF,28-302,11.0,10,865.0,9.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.0,1.2,12.0,59.0,8.0,0.0,0.21,0.21,0.0,0.21,0.02,0.11,0.12,0.02,0.12,Matches,Leicester-City,
Facundo Buonanotte,ar ARG,"MF,FW",19-343,10.0,8,731.0,8.1,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,2.4,2.4,2.2,4.6,21.0,28.0,40.0,0.37,0.25,0.62,0.37,0.62,0.29,0.27,0.57,0.29,0.57,Matches,Leicester-City,
Caleb Okoli,it ITA,DF,23-140,8.0,8,718.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Leicester-City,
Stephy Mavididi,eng ENG,FW,26-183,11.0,7,629.0,7.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.8,1.7,30.0,28.0,52.0,0.29,0.0,0.29,0.29,0.29,0.14,0.11,0.25,0.14,0.25,Matches,Leicester-City,
Abdul Fatawu Issahaku,gh GHA,FW,20-267,11.0,6,579.0,6.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.6,2.0,42.0,17.0,60.0,0.0,0.31,0.31,0.0,0.31,0.06,0.24,0.31,0.06,0.31,Matches,Leicester-City,
Jordan Ayew,gh GHA,"FW,MF",33-080,11.0,5,517.0,5.7,3.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,2.0,1.2,0.1,1.3,8.0,11.0,26.0,0.52,0.0,0.52,0.35,0.35,0.35,0.02,0.36,0.21,0.23,Matches,Leicester-City,
Oliver Skipp,eng ENG,MF,24-075,7.0,5,481.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.2,8.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03,Matches,Leicester-City,
Jannik Vestergaard,dk DEN,DF,32-119,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,Matches,Leicester-City,
Bilal El Khannouss,ma MAR,MF,20-204,8.0,3,280.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,9.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.21,0.03,0.21,Matches,Leicester-City,
Boubakary Soumaré,fr FRA,MF,25-277,6.0,2,232.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.1,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Leicester-City,
Bobby Reid,jm JAM,"FW,MF",31-302,7.0,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,6.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.12,0.05,0.12,Matches,Leicester-City,
Ricardo Pereira,pt POR,DF,31-055,2.0,2,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester-City,
Kasey McAteer,ie IRL,"MF,FW",23-008,6.0,1,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Leicester-City,
Odsonne Édouard,fr FRA,FW,26-319,4.0,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,Leicester-City,
Hamza Choudhury,eng ENG,MF,27-060,1.0,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester-City,
Patson Daka,zm ZAM,FW,26-052,1.0,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.38,0.38,0.38,Matches,Leicester-City,
Conor Coady,eng ENG,DF,31-279,1.0,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester-City,
Thomas Cannon,ie IRL,FW,21-338,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester-City,
Daniel Iversen,dk DEN,GK,27-134,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester-City,
Benjamin Nelson,eng ENG,DF,20-257,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester-City,
Luke Thomas,eng ENG,"DF,MF",23-173,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester-City,
Danny Ward,wls WAL,GK,31-161,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester-City,
Squad Total,,,26.6,12.0,132,1080.0,12.0,15.0,12.0,27.0,13.0,2.0,2.0,34.0,0.0,12.2,10.7,9.5,20.2,193.0,371.0,369.0,1.25,1.0,2.25,1.08,2.08,1.01,0.79,1.81,0.89,1.69,,Leicester-City,
Opponent Total,,,26.5,12.0,132,1080.0,12.0,21.0,15.0,36.0,20.0,1.0,1.0,30.0,2.0,22.8,22.0,15.5,37.4,237.0,577.0,568.0,1.75,1.25,3.0,1.67,2.92,1.9,1.29,3.19,1.83,3.12,,Leicester-City,
João Gomes,br BRA,MF,23-292,12.0,12,1016.0,11.3,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.7,0.7,0.2,0.9,22.0,46.0,21.0,0.18,0.09,0.27,0.18,0.27,0.06,0.02,0.08,0.06,0.08,Matches,Wolverhampton-Wanderers,
Rayan Aït-Nouri,dz ALG,DF,23-177,12.0,12,1012.0,11.2,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,1.2,1.2,1.0,2.2,19.0,35.0,44.0,0.27,0.18,0.44,0.27,0.44,0.11,0.09,0.2,0.11,0.2,Matches,Wolverhampton-Wanderers,
Jørgen Strand Larsen,no NOR,FW,24-298,12.0,12,984.0,10.9,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,2.7,2.7,1.2,3.9,5.0,8.0,28.0,0.37,0.18,0.55,0.37,0.55,0.25,0.11,0.35,0.25,0.35,Matches,Wolverhampton-Wanderers,
Matheus Cunha,br BRA,"MF,FW",25-187,12.0,11,975.0,10.8,7.0,3.0,10.0,7.0,0.0,0.0,1.0,0.0,3.1,3.1,3.9,7.0,38.0,42.0,60.0,0.65,0.28,0.92,0.65,0.92,0.29,0.36,0.65,0.29,0.65,Matches,Wolverhampton-Wanderers,
Mario Lemina,ga GAB,"MF,DF",31-090,12.0,11,972.0,10.8,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.9,2.0,4.0,33.0,15.0,0.09,0.28,0.37,0.09,0.37,0.1,0.09,0.19,0.1,0.19,Matches,Wolverhampton-Wanderers,
Nélson Semedo,pt POR,DF,31-014,10.0,10,869.0,9.7,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,1.2,1.5,15.0,24.0,24.0,0.0,0.21,0.21,0.0,0.21,0.03,0.13,0.16,0.03,0.16,Matches,Wolverhampton-Wanderers,
Toti Gomes,pt POR,DF,25-319,10.0,10,827.0,9.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.5,0.5,5.0,18.0,3.0,0.0,0.11,0.11,0.0,0.11,0.0,0.06,0.06,0.0,0.06,Matches,Wolverhampton-Wanderers,
Craig Dawson,eng ENG,DF,34-208,10.0,8,751.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,5.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches,Wolverhampton-Wanderers,
José Sá,pt POR,GK,31-318,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Wolverhampton-Wanderers,
Jean-Ricner Bellegarde,fr FRA,"MF,FW",26-156,11.0,7,562.0,6.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.3,0.6,14.0,10.0,27.0,0.16,0.16,0.32,0.16,0.32,0.05,0.05,0.1,0.05,0.1,Matches,Wolverhampton-Wanderers,
